categoria,cat_url,app_name,card_url,before_open_url,new_tab_open_url,final_url
Games,https://tapps.center/games,"Looty - Free Case Every Day
Looty is your chance win unique Telegram gifts!
OPEN",,https://tapps.center/application/looty,https://t.me/looty_app_bot,https://tapps.center/games
Games,https://tapps.center/games,"Qzino App
The Future of iGaming
OPEN",,https://tapps.center/application/qzinoapp,https://t.me/qzino_official_bot,https://tapps.center/games
Games,https://tapps.center/games,"Boxing Manager
Join us and create your champion
OPEN",,https://tapps.center/application/boxingmanager,https://t.me/boxing_manager_bot,https://tapps.center/games
Games,https://tapps.center/games,"Skinroll - CS2 Cases & Skins
CS2 Free Cases & Skins Battle, Upgrade, Contract
OP",,https://tapps.center/application/skinroll,https://t.me/skinroll_bot,https://tapps.center/games
Games,https://tapps.center/games,"DOTA 2 CASES
Free Dota 2 cases for tasks
OPEN",,https://tapps.center/application/dota2cases,https://t.me/dota2cases_bot,https://tapps.center/games
Games,https://tapps.center/games,"SolitaireTG
Competitive twist on a classic game!
OPEN",,https://tapps.center/application/solitairetg,https://t.me/TonSolitaireBot,https://tapps.center/games
Games,https://tapps.center/games,"7 Wonders of Words
Solve words, build wonders, explore the world!
OPEN",,https://tapps.center/application/7wondersofwords,https://t.me/seven_wow_bot,https://tapps.center/games
Games,https://tapps.center/games,"Poketon
Stickers War
OPEN",,https://tapps.center/application/poketon,https://t.me/Poketonpxp_bot,https://tapps.center/games
Games,https://tapps.center/games,"Evil Coin
Fight evil. Steal its money. A new adventure awaits.
OPEN",,https://tapps.center/application/evilcoin,https://t.me/evil_coin_bot,https://tapps.center/games
Games,https://tapps.center/games,"Memorix
Train your memory and focus
OPEN",,https://tapps.center/application/memorix,https://t.me/memorix_game_bot,https://tapps.center/games
Games,https://tapps.center/games,"GGS Chess PvP
Сhess against other players for Telegram stars
OPEN",,https://tapps.center/application/ggschesspvp,https://t.me/Ggschessbot,https://tapps.center/games
Games,https://tapps.center/games,"TiltPlay
Win rewards by playing bite-sized games
OPEN",,https://tapps.center/application/tiltplay,https://t.me/TiltPlayBot,https://tapps.center/games
Games,https://tapps.center/games,"Rusted Roulette
An exciting P2E roulette game
OPEN",,https://tapps.center/application/rustedroulette,https://t.me/Rusted_Roulette_Game_Bot,https://tapps.center/games
Games,https://tapps.center/games,"katazero
One Grid. Infinite Glory. All Yours. Road to Grandmaster.
OPEN",,https://tapps.center/application/katazero,https://t.me/katazerobot,https://tapps.center/games
Games,https://tapps.center/games,"Nomka
Competitive arcade with NMK rewards and VIP quests
OPEN",,https://tapps.center/application/nomka,https://t.me/NomkaFunbot,https://tapps.center/games
Games,https://tapps.center/games,"Ruby Rush
Play Ruby Rush, collect gems!
OPEN",,https://tapps.center/application/rubyrush,https://t.me/ruby_rush_bot,https://tapps.center/games
Games,https://tapps.center/games,"AIvanced
Walk, Learn, Battle, Evolve
OPEN",,https://tapps.center/application/aivanced,https://t.me/AivancedBot,https://tapps.center/games
Games,https://tapps.center/games,"Brainchall
Quiz Duels & Solo Quests
OPEN",,https://tapps.center/application/brainchall,https://t.me/brainchallbot,https://tapps.center/games
Games,https://tapps.center/games,"BitZoo
Build your dream zoo!
OPEN",,https://tapps.center/application/bitzoo,https://t.me/BitZooAppBot,https://tapps.center/games
Games,https://tapps.center/games,"TANKOLINI NAPIERDOLKI
Real 10-player online, memes and TON crypto battles!
OPEN",,https://tapps.center/application/tankolininapierdolki,https://t.me/firezone_bot,https://tapps.center/games
