categoria,cat_url,app_name,url_store,url_mini_app
Games,https://tapps.center/games,"Card Royal: Poker & Slots
Premium Texas Hold'em and SNG Poker
OPEN",https://tapps.center/application/cardroyalpokerandslots,https://t.me/TMS_Card_Royal_bot
Games,https://tapps.center/games,"IQcoin
Earn Rewards for Intelligence
OPEN",https://tapps.center/application/i-qcoin,https://t.me/IQcoinApp_Bot
Games,https://tapps.center/games,"DetectivePuzzles
Detective Puzzles - Daily Logic Games
OPEN",https://tapps.center/application/detectivepuzzles,https://t.me/DetectivePuzzlesBot
Games,https://tapps.center/games,"Crybble Wars
Absorb crypto bubbles, claim rewards
OPEN",https://tapps.center/application/crybblewars,https://t.me/crybblegame_bot
Games,https://tapps.center/games,"Arena: RPS Clash
RPS duels & TON rewards
OPEN",https://tapps.center/application/arenarpsclash,https://t.me/ArenaMatchBot
Games,https://tapps.center/games,"The Team Test
Team Test is a cooperative game for four players.
OPEN",https://tapps.center/application/teamtest,https://t.me/theteamtestbot
Games,https://tapps.center/games,"TON Raids
Real-time TON raid battles
OPEN",https://tapps.center/application/tonraids,https://t.me/tonraidsbot
Games,https://tapps.center/games,"8Bit
Your Portal to the Next-Level Arcade Universe
OPEN",https://tapps.center/application/8bit,https://t.me/arcadelabs_bot
Games,https://tapps.center/games,"ChatGalaTON
A universe inside Telegram
OPEN",https://tapps.center/application/chatgalaton,https://t.me/chatgalatone_bot
Games,https://tapps.center/games,"MERGEON
Merge items, level up, earn rewards
OPEN",https://tapps.center/application/mergeon,https://t.me/mergeonbot
Games,https://tapps.center/games,"Monogram
Play Monopoly online with friends
OPEN",https://tapps.center/application/monogram,https://t.me/mono_gram_bot
Games,https://tapps.center/games,"Escape Coin
Exciting endless runner game with upgrades
OPEN",https://tapps.center/application/escapecoin,https://t.me/escapecoinbot
Games,https://tapps.center/games,"Rocket Case
Telegram NFT Gifts Game
OPEN",https://tapps.center/application/rocketcase,https://t.me/RocketCaseBot
Games,https://tapps.center/games,"Crypto Fisher
Catch fish and earn USDT
OPEN",https://tapps.center/application/cryptofisher,https://t.me/CryptoFisher2026Bot
Games,https://tapps.center/games,"Fishing
Catch the fish, Win real cash.
OPEN",https://tapps.center/application/fishing,https://t.me/FishingInBot
Games,https://tapps.center/games,"Anime arena
Anime-style RPG game
OPEN",https://tapps.center/application/animearena,https://t.me/aa_dark_bot
Games,https://tapps.center/games,"FlyingFox
Competitive Skill-to-Earn Game
OPEN",https://tapps.center/application/flyingfox,https://t.me/flyingfoxappbot
Games,https://tapps.center/games,"web3islands
HOUSES and other DIGITAL assets in the cozy web3islands metaverse. Q",https://tapps.center/application/web3islands,https://t.me/web3islands_bot
Games,https://tapps.center/games,"Block Canvas
Classic addictive block puzzle game
OPEN",https://tapps.center/application/blockcanvas,https://t.me/blockcanvasbot
Games,https://tapps.center/games,"MAFIA ONLINE
Multiplayer Social Mafia Game
OPEN",https://tapps.center/application/mafiaonline,https://t.me/GeimingChats_bot
Games,https://tapps.center/games,"Orbit Wars
Dominate the cosmic void
OPEN",https://tapps.center/application/orbitwars,https://t.me/OrbitWarsBot
Games,https://tapps.center/games,"QuadRoyal
Match patterns & win real TON prizes
OPEN",https://tapps.center/application/quadroyal,https://t.me/QuadRoyalBot
Games,https://tapps.center/games,"SURGE
Crypto Prediction Game - Swipe for Big Rewards!
OPEN",https://tapps.center/application/surge,https://t.me/wesurgenowbot
Games,https://tapps.center/games,"Crypto Millionaire Quiz
Learn finance through play
OPEN",https://tapps.center/application/cryptomillionairequiz,https://t.me/crypto_millionaire_quiz_bot
Games,https://tapps.center/games,"DeckForge
Free-to-play MMO roguelike card battler
OPEN",https://tapps.center/application/deckforge,https://t.me/DeckForgeGame_bot
Games,https://tapps.center/games,"Block Puzzles
Logic puzzle game
OPEN",https://tapps.center/application/blockpuzzles,https://t.me/tg_games_nik_bot
Games,https://tapps.center/games,"Call of Odin's Chosen
VWA game
OPEN",https://tapps.center/application/callofodinschosen,https://t.me/COC_Web3_bot
Games,https://tapps.center/games,"CATBOMB
Idle Cat Army Battles Collect & Earn
OPEN",https://tapps.center/application/catbomb,https://t.me/catbomb_bot
Games,https://tapps.center/games,"Gift Phase
Play solo or PVP and win gifts faster than ever!
OPEN",https://tapps.center/application/giftphase,https://t.me/giftphasebot
Games,https://tapps.center/games,"Boxium
Play to win NFT gifts
OPEN",https://tapps.center/application/boxium,https://t.me/boxiumbot
Games,https://tapps.center/games,"Idle Legion
Join the Mushroom Troop, defeat foes and conquer the world!
OPEN",https://tapps.center/application/idlelegion,https://t.me/idlelegion_bot
Games,https://tapps.center/games,"TowerGame
PlayTowerGame wisely, earn ton
OPEN",https://tapps.center/application/towergame,https://t.me/TGCoinTower_bot
Games,https://tapps.center/games,"Ezzz Skin
Win top CS2 skins
OPEN",https://tapps.center/application/ezzzskin,https://t.me/ezzzskinbot
Games,https://tapps.center/games,"Kokoronoki
Merge to reveal collectible art on TON
OPEN",https://tapps.center/application/kokoronoki,https://t.me/KokoronoKi_bot
Games,https://tapps.center/games,"TON For Speed
Racing game in Telegram
OPEN",https://tapps.center/application/tonforspeed,https://t.me/tonforspeed_bot
Games,https://tapps.center/games,"Holos | Pokémon Mystery Packs
Pokémon Real Card Trading
OPEN",https://tapps.center/application/holos,https://t.me/HolosTon_bot
Games,https://tapps.center/games,"TonLounge
Dota2 & CS pools on TON. Play with TON & TG Gifts & Stars
OPEN",https://tapps.center/application/tonlounge,https://t.me/tonloungebot
Games,https://tapps.center/games,"Looty - Free Case Every Day
Looty is your chance win unique Telegram gifts!
OPEN",https://tapps.center/application/looty,https://t.me/looty_app_bot
Games,https://tapps.center/games,"Qzino App
The Future of iGaming
OPEN",https://tapps.center/application/qzinoapp,https://t.me/qzino_official_bot
Games,https://tapps.center/games,"Boxing Manager
Join us and create your champion
OPEN",https://tapps.center/application/boxingmanager,https://t.me/boxing_manager_bot
Games,https://tapps.center/games,"Skinroll - CS2 Cases & Skins
CS2 Free Cases & Skins Battle, Upgrade, Contract
OP",https://tapps.center/application/skinroll,https://t.me/skinroll_bot
Games,https://tapps.center/games,"DOTA 2 CASES
Free Dota 2 cases for tasks
OPEN",https://tapps.center/application/dota2cases,https://t.me/dota2cases_bot
Games,https://tapps.center/games,"SolitaireTG
Competitive twist on a classic game!
OPEN",https://tapps.center/application/solitairetg,https://t.me/TonSolitaireBot
Games,https://tapps.center/games,"7 Wonders of Words
Solve words, build wonders, explore the world!
OPEN",https://tapps.center/application/7wondersofwords,https://t.me/seven_wow_bot
Games,https://tapps.center/games,"Poketon
Stickers War
OPEN",https://tapps.center/application/poketon,https://t.me/Poketonpxp_bot
Games,https://tapps.center/games,"Evil Coin
Fight evil. Steal its money. A new adventure awaits.
OPEN",https://tapps.center/application/evilcoin,https://t.me/evil_coin_bot
Games,https://tapps.center/games,"Memorix
Train your memory and focus
OPEN",https://tapps.center/application/memorix,https://t.me/memorix_game_bot
Games,https://tapps.center/games,"GGS Chess PvP
Сhess against other players for Telegram stars
OPEN",https://tapps.center/application/ggschesspvp,https://t.me/Ggschessbot
Games,https://tapps.center/games,"TiltPlay
Win rewards by playing bite-sized games
OPEN",https://tapps.center/application/tiltplay,https://t.me/TiltPlayBot
Games,https://tapps.center/games,"Rusted Roulette
An exciting P2E roulette game
OPEN",https://tapps.center/application/rustedroulette,https://t.me/Rusted_Roulette_Game_Bot
Games,https://tapps.center/games,"katazero
One Grid. Infinite Glory. All Yours. Road to Grandmaster.
OPEN",https://tapps.center/application/katazero,https://t.me/katazerobot
Games,https://tapps.center/games,"Nomka
Competitive arcade with NMK rewards and VIP quests
OPEN",https://tapps.center/application/nomka,https://t.me/NomkaFunbot
Games,https://tapps.center/games,"Ruby Rush
Play Ruby Rush, collect gems!
OPEN",https://tapps.center/application/rubyrush,https://t.me/ruby_rush_bot
Games,https://tapps.center/games,"AIvanced
Walk, Learn, Battle, Evolve
OPEN",https://tapps.center/application/aivanced,https://t.me/AivancedBot
Games,https://tapps.center/games,"Brainchall
Quiz Duels & Solo Quests
OPEN",https://tapps.center/application/brainchall,https://t.me/brainchallbot
Games,https://tapps.center/games,"BitZoo
Build your dream zoo!
OPEN",https://tapps.center/application/bitzoo,https://t.me/BitZooAppBot
Games,https://tapps.center/games,"TANKOLINI NAPIERDOLKI
Real 10-player online, memes and TON crypto battles!
OPEN",https://tapps.center/application/tankolininapierdolki,https://t.me/firezone_bot
Games,https://tapps.center/games,"Tonball
Play football, have fun, and collect Stars along the way
OPEN",https://tapps.center/application/tonball,https://t.me/tonball_game_bot
Games,https://tapps.center/games,"NetFishion Airdrop
Earn 30% referral + Airdrops!
OPEN",https://tapps.center/application/netfishionairdrop,https://t.me/PreNetfishionBot
Games,https://tapps.center/games,"Case Place
Exclusive cases with NFTs
OPEN",https://tapps.center/application/caseplace,https://t.me/caseplacebot
Games,https://tapps.center/games,"Grab Gifts
Open Gift Boxes and Win Telegram Gifts
OPEN",https://tapps.center/application/grabgifts,https://t.me/Grab_Giftsbot
Games,https://tapps.center/games,"Spekter Agency
Fun survivor game on TG! Earn Sparks!
OPEN",https://tapps.center/application/spekteragency,https://t.me/spekteragency_bot
Games,https://tapps.center/games,"GGS Predictions
News predictions with Telegram Stars
OPEN",https://tapps.center/application/ggspredictionswithstars,https://t.me/ggsCashBot
Games,https://tapps.center/games,"Cursor Strike
Top-down, semi bullet hell arcade mini game
OPEN",https://tapps.center/application/cursorstrike,https://t.me/CursorStrike_bot
Games,https://tapps.center/games,"Egg Hero
blending strategy, RPG, and adventure elements
OPEN",https://tapps.center/application/egghero,https://t.me/EggHero_bot
Games,https://tapps.center/games,"DoodiRanch
Chill and relaxing game
OPEN",https://tapps.center/application/doodiranch,https://t.me/DoodiRanchBot
Games,https://tapps.center/games,"TeleMafia
Rise Up. Build Your Family. Earn Respect.
OPEN",https://tapps.center/application/telemafia,https://t.me/TelemafiaGameBot
Games,https://tapps.center/games,"Block Puzzle Game
Stack fast, duel faster—win USDT in 1v1. Claim the crown!
OPEN",https://tapps.center/application/blockpuzzlegame,https://t.me/BlockPuzzleGaming_bot
Games,https://tapps.center/games,"Mutant Gifts
A game with integrated AI and telegram gifts
OPEN",https://tapps.center/application/mutantgifts,https://t.me/mutant_gifts_bot
Games,https://tapps.center/games,"Rakurai
Create, sell, and rent out NFT anime characters
OPEN",https://tapps.center/application/rakurai,https://t.me/rakurai_bot
Games,https://tapps.center/games,"Balls
ASMR game with falling balls
OPEN",https://tapps.center/application/balls,https://t.me/myballs
Games,https://tapps.center/games,"Dolphia
Fun daily football challenge
OPEN",https://tapps.center/application/dolphia,https://t.me/DolphiaBot
Games,https://tapps.center/games,"DIstrict Clash // PunkCity
Tactical PvP auto-chess set in a cyberpunk world
OPEN",https://tapps.center/application/districtclash,https://t.me/districtclash_bot
Games,https://tapps.center/games,"Other Worlds TON
Play-To-Earn Metaverse on TON
OPEN",https://tapps.center/application/otherworldston,https://t.me/OtherWorldsTONbot
Games,https://tapps.center/games,"Rolls
Get 20%+ APR for your Telegram Gifts!
OPEN",https://tapps.center/application/rolls,https://t.me/rollsgame_bot
Games,https://tapps.center/games,"GemJam
Play GemJam wisely, earn ton
OPEN",https://tapps.center/application/gemjam,https://t.me/GemJam_bot
Games,https://tapps.center/games,"CoinsRun
Crypto Runner — Run Fast, Earn Crypto
OPEN",https://tapps.center/application/coinsrun,https://t.me/CoinsRunBot
Games,https://tapps.center/games,"CS2 Cases & Skins: SHOT
CS2 Free Skins & Cases & Upgrades & Contracts
OPEN",https://tapps.center/application/shot,https://t.me/cs_shot_bot
Games,https://tapps.center/games,"QuizBunny
Test your smarts!
OPEN",https://tapps.center/application/quizbunny,https://t.me/NotQuizWhizBot
Games,https://tapps.center/games,"Hopscotch with Hands
Boost your brain
OPEN",https://tapps.center/application/hopscotchwithhands,https://t.me/BrainHopscotch_bot
Games,https://tapps.center/games,"SKIN FORGE: CS2 Cases & Skins
Earn free CS2 cases for tasks
OPEN",https://tapps.center/application/skinforge,https://t.me/skinforge_bot
Games,https://tapps.center/games,"PWR Skinbox
CS2 Cases. Get free cases by completing tasks
OPEN",https://tapps.center/application/pwrskinbox,https://t.me/pwr_skinbox_bot
Games,https://tapps.center/games,"Math Master
Sharpen Your Mind with Numbers!
OPEN",https://tapps.center/application/mathmaster,https://t.me/Math_Master_Game_Bot
Games,https://tapps.center/games,"Rune Online
Upgrade your character, tap mobs, craft unique items
OPEN",https://tapps.center/application/runeonline,https://t.me/RuneOnlineBot
Games,https://tapps.center/games,"Grab-a-Word
Tactical Word-Fighting
OPEN",https://tapps.center/application/grabaword,https://t.me/grabawordBot
Games,https://tapps.center/games,"IMPGameFi
Immersive Web3 GameFi: Fair/Fun Play, Gambling, Airdrops, Live Predict",https://tapps.center/application/impgamefi,https://t.me/IMPGameFiBot
Games,https://tapps.center/games,"Trading Wars
Trading skills mini game
OPEN",https://tapps.center/application/tradingwars,https://t.me/TradingWars_bot
Games,https://tapps.center/games,"EvoBot
Merge & Conquer
OPEN",https://tapps.center/application/evobot,https://t.me/TheEvoBot
Games,https://tapps.center/games,"MOO.F.O.
SAVE THE COWS from milking and bring them home to Mootopia
OPEN",https://tapps.center/application/moofo,https://t.me/moofo_bot
Games,https://tapps.center/games,"Squid fighter
Squid Fighter Multiplayer battles. $10000 prize
OPEN",https://tapps.center/application/squidfighter,https://t.me/squidfighter_bot
Games,https://tapps.center/games,"Sudoku Puzzle
New challenges every day to keep your mind sharp.
OPEN",https://tapps.center/application/sudokupuzzle,https://t.me/SudokuPuzzleBot
Games,https://tapps.center/games,"Venus World Survival
Play, Build & Conquer!
OPEN",https://tapps.center/application/venusworldsurvival,https://t.me/venuswsbot
Games,https://tapps.center/games,"Ton Football Manager
Master tactics, reach top, earn TON!
OPEN",https://tapps.center/application/tonfootballmanager,https://t.me/tonfootballmanager_bot
Games,https://tapps.center/games,"Swipe Quest Pixel
Tap-to-Earn have past, it's time for real game | Earn $SQP
OPE",https://tapps.center/application/swipequestpixel,https://t.me/swipe_quest_bot
Games,https://tapps.center/games,"ScrewIt
Play Screwit wisely, earn ton
OPEN",https://tapps.center/application/screwit,https://t.me/screw_it_bot
Games,https://tapps.center/games,"N9XO
Next-Level Tic-Tac-Toe
OPEN",https://tapps.center/application/n9xo,https://t.me/N9XOBOT
Games,https://tapps.center/games,"Gear Runner
Strides of Revival
OPEN",https://tapps.center/application/gearrunner,https://t.me/gearrunner_bot
Games,https://tapps.center/games,"Blanche Match3
Amazing Match3 with farming
OPEN",https://tapps.center/application/blanchematch3,https://t.me/blanche_tma_bot
Games,https://tapps.center/games,"GRAM.ZONE
Play and earn GRAM
OPEN",https://tapps.center/application/gramzone,https://t.me/Gram_zonebot
Games,https://tapps.center/games,"Slime Scrub
Welcome to the world of the deep-cleaning slime!
OPEN",https://tapps.center/application/slimescrub,https://t.me/slime_scrub_bot
Games,https://tapps.center/games,"The Hive
Social vibes meet sweet rewards. Stay buzzing!
OPEN",https://tapps.center/application/thehive,https://t.me/thehive_app_bot
Games,https://tapps.center/games,"YUZEFA KOMBAT
Battle. Earn. Dominate in rock-paper-scissors Kombat!
OPEN",https://tapps.center/application/yuzefakombat,https://t.me/yuzefa_kombat_bot
Games,https://tapps.center/games,"DurakOnline
Legendary Durak game is now on Telegram
OPEN",https://tapps.center/application/durakonline,https://t.me/TonDurakGame_bot
Games,https://tapps.center/games,"Down2048
A fun number-matching game
OPEN",https://tapps.center/application/down2048,https://t.me/Down2048Bot
Games,https://tapps.center/games,"Pengu Clash
Battle in real-time duels and unlock NFT items
OPEN",https://tapps.center/application/penguclash,https://t.me/pengu_clash_bot
Games,https://tapps.center/games,"Treasure Hunt Game
Lets find Treasures!
OPEN",https://tapps.center/application/treasurehuntgame,https://t.me/pazzlequestbot
Games,https://tapps.center/games,"Slimak
Play games, win tournaments, get prizes!
OPEN",https://tapps.center/application/slimak,https://t.me/snail_runner_bot
Games,https://tapps.center/games,"Capyward
Thrilling Web3 battles, compete, win big!
OPEN",https://tapps.center/application/capyward,https://t.me/capywardbot
Games,https://tapps.center/games,"Dragonia
Strategy game with real economy
OPEN",https://tapps.center/application/dragonia,https://t.me/dragoniabot
Games,https://tapps.center/games,"AVARUSH
Match-3. $XP rewards. 50% referral.
OPEN",https://tapps.center/application/avarush,https://t.me/avarushbot
Games,https://tapps.center/games,"LOTCOIN
Roll the dice, earn coins, trade to riches!
OPEN",https://tapps.center/application/lotcoin,https://t.me/lotcoin_gamebot
Games,https://tapps.center/games,"TTHero
Team Strategy
OPEN",https://tapps.center/application/tthero,https://t.me/TTHerobot
Games,https://tapps.center/games,"Hak Me
Hack the system. Rule it!
OPEN",https://tapps.center/application/hakme,https://t.me/hakme_app_bot
Games,https://tapps.center/games,"AI Startup Clicker
Build your AI startup empire
OPEN",https://tapps.center/application/aistartupclicker,https://t.me/ai_startup_clicker_bot
Games,https://tapps.center/games,"StarDrop
CS2 cases
OPEN",https://tapps.center/application/stardrop,https://t.me/StarDropCs2Bot
Games,https://tapps.center/games,"Tez Tank
Multiplayer Tank Battles
OPEN",https://tapps.center/application/teztank,https://t.me/TezTankBot
Games,https://tapps.center/games,"Memory
A memory game
OPEN",https://tapps.center/application/memory,https://t.me/libersoft_memory_game_bot
Games,https://tapps.center/games,"RUSH B
Free CS2 cases & crypto
OPEN",https://tapps.center/application/rushb,https://t.me/rush_b_bot
Games,https://tapps.center/games,"GOTTON
Crypto Catcher - The Real Claw Machine
OPEN",https://tapps.center/application/gotton,https://t.me/gottonmeme_bot
Games,https://tapps.center/games,"ASTREX
Your space adventure begins here
OPEN",https://tapps.center/application/astrex,https://t.me/astrex_bot
Games,https://tapps.center/games,"Anamon
A web3 monster collection game
OPEN",https://tapps.center/application/anamon,https://t.me/anamongamebot
Games,https://tapps.center/games,"Rumble Arcade
Play & Earn update NOW LIVE! Try it out!
OPEN",https://tapps.center/application/rumblearcade,https://t.me/RumbleArcadeBot
Games,https://tapps.center/games,"The Lupa World
Open-world MMORPG: explore, fight, and grow your hero!
OPEN",https://tapps.center/application/thelupaworld,https://t.me/thelupaworld_bot
Games,https://tapps.center/games,"$BjG Merge Genius
Play Merge Genius to earn $BjG!
OPEN",https://tapps.center/application/bjgmergegenius,https://t.me/BjGMergeBot
Games,https://tapps.center/games,"$BjG Poker
Play Poker to earn $BjG!
OPEN",https://tapps.center/application/bjgpoker,https://t.me/BjGPokerBot
Games,https://tapps.center/games,"GoGift
Open a case — win an NFT Gift!
OPEN",https://tapps.center/application/gogift,https://t.me/GoGift_official_bot
Games,https://tapps.center/games,"Qlint
Dig up something shiny!
OPEN",https://tapps.center/application/qlint,https://t.me/qlintbot
Games,https://tapps.center/games,"Grog & Glory & Game
Become a pirate, fight for wealth and glory!
OPEN",https://tapps.center/application/grogandgloryandgame,https://t.me/GrogGloryBot
Games,https://tapps.center/games,"TiCkTOM
Click to Win. Strategic Game.
OPEN",https://tapps.center/application/ticktom,https://t.me/ticktom_bot
Games,https://tapps.center/games,"OceanPoppers
A fun and addictive puzzle game under the sea!
OPEN",https://tapps.center/application/oceanpoppers,https://t.me/OceanPoppersBot
Games,https://tapps.center/games,"Star Jack
Play and Win NFT gifts
OPEN",https://tapps.center/application/starjack,https://t.me/StarJackOrig_bot
Games,https://tapps.center/games,"StarStorm
Space battle team deathmatch multiplayer
OPEN",https://tapps.center/application/starstorm,https://t.me/starstorm_game_bot
Games,https://tapps.center/games,"Hype Fisher
Hype Fisher is a fishing game on TON where you catch fish and earn r",https://tapps.center/application/hypefisher,https://t.me/hype_fisher_bot
Games,https://tapps.center/games,"ZarGates
ZarGates is a community-driven gaming ecosystem. Join now!
OPEN",https://tapps.center/application/zargates,https://t.me/ZARGatesBot
Games,https://tapps.center/games,"Giftygram
Spin roulette and get unique gifts
OPEN",https://tapps.center/application/giftygram,https://t.me/giftygram_bot
Games,https://tapps.center/games,"Slavery
We don’t support slavery — but we do love to joke
OPEN",https://tapps.center/application/slavery,https://t.me/slaves_game_bot
Games,https://tapps.center/games,"Mars2049
Build-to-Earn on Mars. Roll dice, earn rewards.
OPEN",https://tapps.center/application/mars2049,https://t.me/Mars2049_Bot
Games,https://tapps.center/games,"Capybobo
Stake to Earn Game!
OPEN",https://tapps.center/application/capybobo,https://t.me/Capybombbot
Games,https://tapps.center/games,"Tonomy
First decentralized prediction market on TON
OPEN",https://tapps.center/application/tonomy,https://t.me/tonomy
Games,https://tapps.center/games,"Empty
Get unique Telegram Gifts
OPEN",https://tapps.center/application/empty,https://t.me/EmptyPepeBot
Games,https://tapps.center/games,"Noodle Minds
Play & Earn USDT directly in Telegram!
OPEN",https://tapps.center/application/dropboxesmerge,https://t.me/NoodleMinds_bot
Games,https://tapps.center/games,"Star Industry
Economic strategy game
OPEN",https://tapps.center/application/starindustry,https://t.me/starindustry_bot
Games,https://tapps.center/games,"Strike Division
Form your squad, master the battlefield, and outplay rival teams",https://tapps.center/application/strikedivision,https://t.me/StrikeDivision_bot
Games,https://tapps.center/games,"LoafCat
Play, earn, redeem bread-points & join a growing game world!
OPEN",https://tapps.center/application/loafcat,https://t.me/loafcat_game_bot
Games,https://tapps.center/games,"MORBOY
A real pirate naval combat. Rob ships & stuff chests
OPEN",https://tapps.center/application/morboy,https://t.me/MORBOY_HUNTER_BOT
Games,https://tapps.center/games,"GeoBattle
Online game: you see panorama and guess its location on the map
OPEN",https://tapps.center/application/geobattle,https://t.me/GeoBattleBot
Games,https://tapps.center/games,"Happy Games
Play checkers online with friends, bots, and players worldwide!
OPEN",https://tapps.center/application/happygames,https://t.me/happycheckersbot
Games,https://tapps.center/games,"Fruit Line
Match fruits, solve puzzles, and enjoy endless fun!
OPEN",https://tapps.center/application/fruitline,https://t.me/Fruits_in_Line_bot
Games,https://tapps.center/games,"MortalCoin
Smash Coins. Stack MortalPoints.
OPEN",https://tapps.center/application/mortalcoin,https://t.me/themortalcoin_bot
Games,https://tapps.center/games,"PenguinQuest
Farm crystals , turn them into $PENQ , and join airdrops
OPEN",https://tapps.center/application/penguinquest,https://t.me/Penquest_bot
Games,https://tapps.center/games,"CasUnion
One minute PVP challenges
OPEN",https://tapps.center/application/casunion,https://t.me/KaizoGamesBot
Games,https://tapps.center/games,"The Mistwood
A foggy forest adventure where farming meets mystery
OPEN",https://tapps.center/application/themistwood,https://t.me/mistwoodbot
Games,https://tapps.center/games,"Neuroarena
Fight, thrive, build your deck and become new Neuro Master!
OPEN",https://tapps.center/application/neuroarena,https://t.me/NeuroArenaBot
Games,https://tapps.center/games,"Reel Rush
Spin, try your luck and catch your chance to win
OPEN",https://tapps.center/application/reelrush,https://t.me/appreelrush_bot
Games,https://tapps.center/games,"NinjaChess
Play Chess. Use Powers. Earn Crypto.
OPEN",https://tapps.center/application/ninjachess,https://t.me/NinjaChessBot
Games,https://tapps.center/games,"TiDash
Got fast reflexes? Mental toughness? You'll need both. This ain't Candy C",https://tapps.center/application/tidash,https://t.me/TiDash_bot
Games,https://tapps.center/games,"InfLake
Social trading card game in the Fantasy Sports genre
OPEN",https://tapps.center/application/inflake,https://t.me/InfLakeBot
Games,https://tapps.center/games,"BobaTea
The pioneering win-win model for games
OPEN",https://tapps.center/application/bobatea,https://t.me/bobatea_game_bot
Games,https://tapps.center/games,"Treasury
A quest-app where every puzzle you solve brings you points — and a chan",https://tapps.center/application/treasury,https://t.me/treasury_official_bot
Games,https://tapps.center/games,"LeelaGamein
The authentic and the only Leela in TG
OPEN",https://tapps.center/application/leelagamein,https://t.me/LeelaGameinBot
Games,https://tapps.center/games,"WoodBlockPuzzle
A classic wood block challenge—easy to play, hard to master!
OPE",https://tapps.center/application/woodblockpuzzle,https://t.me/WoodBlockPuzzleBot
Games,https://tapps.center/games,"Clash Warriors
Unlock cards, earn $WARS, and become a true Warrior
OPEN",https://tapps.center/application/clashwarriors,https://t.me/clash_warriors_bot
